Year,Period,Plant,Material Number,Target Value in LC,Target Quantity
2022,7,AE,Crate: Blue Quart,596437.65,41206.06060606061
2022,7,AE,Crate: Blue Quart,358.05,26.250909090909094
2022,7,AE,Crate: Brown Pint,0.0,0.0
2022,7,AE,Crate: Brown Pint,0.0,0.0
2022,7,AE,Crate: Brown Quart,363156.94545454544,25090.0
2022,7,AE,Crate: Brown Quart,363.0090909090909,26.593636363636364
2022,7,AE,Crate: Navy Quart,307634.18636363634,21254.242424242424
2022,7,AE,Crate: Navy Quart,184.67272727272726,14.273333333333333
2022,7,AE,Crate: Red Quart,190035.4090909091,13130.0
2022,7,AE,Crate: Red Quart,114.08181818181816,9.396363636363636
2022,7,AE,,0.0,0.0
2022,7,AE,Bottle: 750RB Amber Calabash,1566.2045454545453,111.77181818181818
2022,7,AE,Bottle: 750RB Amber Calabash,1362679.7545454544,95934.8484848485
2022,7,AE,Crate: Brown Quart,1388639.3136363637,95934.8484848485
2022,7,AE,Crate: Brown Quart,1388.0545454545452,97.40848484848485
2022,7,AE,Keg: 30L Empty,0.0,0.0
2022,7,AE,Keg: 30L Empty,0.0,0.0
2022,7,AE,Keg: 50L Empty,0.0,0.0
2022,7,AE,Keg: 50L Empty,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,Caustic - Effluent Plant,0.0,0.0
2022,7,,COAL Grade A,0.0,0.0
2022,7,,Solar Electricity,0.0,0.0
2022,7,,Utilities : Effluent Treatment,0.0,0.0
2022,7,,Utilities : Electricity KWH,0.0,0.0
2022,7,,Utilities : Water (Generic),0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,192795.64090909087,62108.51090909092
2022,7,,,59418.92727272727,10224.25787878788
2022,7,,,462441.6,172229.17393939395
2022,7,,,12916.722727272727,9687.476363636364
2022,7,,,18939.322727272727,2326.677878787879
2022,7,,,302480.63636363635,69535.85545454545
2022,7,AE,"BOOK:PASS OUT,NCR",0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,Malt MFM (Batch Managed),0.0,0.0
2022,7,AF,,0.0,0.0
2022,7,AF,B&CR: Mix Quart & Red Crate,0.0,0.0
2022,7,AF,Bottle: 660RB Green Lite,473.30909090909086,31.480909090909094
2022,7,AF,Bottle: 660RB Green Lite,577635.4136363636,36573.333333333336
2022,7,AF,Bottle: 750RB Amber Calabash,742.8363636363636,53.80909090909091
2022,7,AF,Bottle: 750RB Amber Calabash,906372.7272727272,63810.606060606064
2022,7,AF,Crate: Brown Quart,923639.459090909,63810.606060606064
2022,7,AF,Crate: Brown Quart,1662.0636363636363,116.33818181818182
2022,7,AF,Crate: Red Quart,529378.7181818181,36573.333333333336
2022,7,AF,Crate: Red Quart,952.6045454545454,67.32545454545455
2022,7,AF,Pallet: SAB Wood,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,COAL Grade A,0.0,0.0
2022,7,,COAL Grade A,0.0,0.0
2022,7,,Solar Electricity,0.0,0.0
2022,7,,Utilities : Effluent Treatment,0.0,0.0
2022,7,,Utilities : Electricity KWH,0.0,0.0
2022,7,,Utilities : Water (Generic),0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,54606.281818181815,27474.508181818182
2022,7,,,27296.31818181818,15811.445151515152
2022,7,,,144233.21363636362,54947.50151515152
2022,7,,,12687.522727272726,10887.04090909091
2022,7,,,137390.49545454545,26178.612424242427
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,Caramel 303 (35000 EBC),0.0,0.0
2022,7,,Dextrose Bulk,0.0,0.0
2022,7,,Malt HFM (Batch Managed),0.0,0.0
2022,7,,Malt MFM (Batch Managed),0.0,0.0
2022,7,,Maltose Bulk,0.0,0.0
2022,7,AC,,0.0,0.0
2022,7,AC,Bottle: 660RB Green Lite,730.3499999999999,47.75454545454546
2022,7,AC,Bottle: 660RB Green Lite,368912.8227272727,23358.484848484848
2022,7,AC,Bottle: 750RB Amber Calabash,251.7409090909091,19.236969696969698
2022,7,AC,Bottle: 750RB Amber Calabash,173599.8409090909,12223.030303030304
2022,7,AC,Crate: Brown Quart,176906.9818181818,12223.030303030304
2022,7,AC,Crate: Brown Quart,357.4409090909091,26.20878787878788
2022,7,AC,Crate: Red Quart,338093.18636363634,23358.484848484848
2022,7,AC,Crate: Red Quart,267.56363636363636,19.99969696969697
2022,7,AC,,0.0,0.0
2022,7,AC,Bottle: 330RB Amber Uno,359.6454545454545,14.160909090909092
2022,7,AC,Bottle: 330RB Amber Uno,177998.98636363636,6260.303030303031
2022,7,AC,Crate: Brown Pint,90596.23636363636,6260.303030303031
2022,7,AC,Crate: Brown Pint,183.04999999999998,14.161212121212122
2022,7,AC,Videojet  Fluid Make Up 720D,0.0,0.0
2022,7,AC,,0.0,0.0
2022,7,AC,Bottle: 750RB Amber Calabash,2216.481818181818,157.54969696969698
2022,7,AC,Bottle: 750RB Amber Calabash,1528488.6727272726,107607.8787878788
2022,7,AC,Crate: Brown Quart,1557606.9545454544,107607.8787878788
2022,7,AC,Crate: Brown Quart,3147.163636363636,218.9357575757576
2022,7,AC,Keg: 30L Empty,0.0,0.0
2022,7,AC,Keg: 30L Empty,0.0,0.0
2022,7,AC,Keg: 50L Empty,0.0,0.0
2022,7,AC,Keg: 50L Empty,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,Diesel,0.0,0.0
2022,7,,Diesel,0.0,0.0
2022,7,,GAS : Sasol,0.0,0.0
2022,7,,GAS : Sasol,0.0,0.0
2022,7,,Solar Electricity,0.0,0.0
2022,7,,Utilities : Effluent Treatment,0.0,0.0
2022,7,,Utilities : Electricity KWH,0.0,0.0
2022,7,,Utilities : Water (Generic),0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,12316.949999999999,390.61727272727273
2022,7,,,135760.01818181816,33598.03727272728
2022,7,,,319370.6,147860.3284848485
2022,7,,,9081.931818181818,8172.66
2022,7,,,192197.61818181816,292552.4390909091
2022,7,,,824.2499999999999,1256.1384848484847
2022,7,,,312194.0590909091,56944.16545454546
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,CAP:SPORT SHORT BRIM BLACK,0.0,0.0
2022,7,,CLOTH_NO MODIFIER:Hi Viz Lime Adjust W/C,0.0,0.0
2022,7,,"GLASSES,SAFETY:UV PROTECTED GOGGLES",0.0,0.0
2022,7,,"PROTECTOR,HEARING QB3 HYG/HOWARD LEIGHT",0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,BAG FILTER 1 MICRON:POXL1PO2HAY,0.0,0.0
2022,7,,CHEMICAL REAGENT OXY CHLORINE BIOCIDE,0.0,0.0
2022,7,,"RAINWEAR:SUIT,MEDIUM,PVC,YELLOW",0.0,0.0
2022,7,,"SHIRT_NO MODIFIER:GREY 2XL, COTTON, 2XL,",0.0,0.0
2022,7,,"BATTERY,DRY CELL:ALKALINE,1.5VDC,AA,FLAT",0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,Bottle: 1000RB Amber,0.0,0.0
2022,7,AG,Bottle: 1000RB Amber,0.0,0.0
2022,7,AG,Bottle: 660RB Budweiser,0.0,0.0
2022,7,AG,Bottle: 660RB Budweiser,0.0,0.0
2022,7,AG,Bottle: 660RB Green Lite,461.6136363636363,30.740606060606062
2022,7,AG,Bottle: 660RB Green Lite,520.5227272727273,34.47030303030303
2022,7,AG,Bottle: 660RB Green Lite,576072.9681818181,36485.15151515152
2022,7,AG,Bottle: 660RB Green Lite,649591.7,41141.21212121212
2022,7,AG,Bottle: 750RB Amber Calabash,944.090909090909,67.9769696969697
2022,7,AG,Bottle: 750RB Amber Calabash,1179242.1818181816,83012.42424242424
2022,7,AG,Bottle: 910RB Green,855.0636363636363,28.815454545454546
2022,7,AG,Bottle: 910RB Green,1079398.5454545452,34466.06060606061
2022,7,AG,Crate: 1L Brown,0.0,0.0
2022,7,AG,Crate: 1L Brown,0.0,0.0
2022,7,AG,Crate: 910ML Red,498875.84545454546,34466.06060606061
2022,7,AG,Crate: 910ML Red,998.0090909090908,70.46212121212122
2022,7,AG,Crate: Black Quart,0.0,0.0
2022,7,AG,Crate: Black Quart,0.0,0.0
2022,7,AG,Crate: Brown Quart,1201706.177272727,83012.42424242424
2022,7,AG,Crate: Brown Quart,2403.781818181818,167.57939393939392
2022,7,AG,Crate: Red Quart,1123267.0727272728,77624.8484848485
2022,7,AG,Crate: Red Quart,2246.268181818182,156.69787878787878
2022,7,AG,,0.0,0.0
2022,7,AG,Bottle: 750RB Amber Calabash,0.0,0.0
2022,7,AG,Bottle: 750RB Amber Calabash,0.0,0.0
2022,7,AG,Crate: Brown Quart,0.0,0.0
2022,7,AG,Crate: Brown Quart,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,Bottle: 750RB Amber Calabash,0.0,0.0
2022,7,AG,Bottle: 750RB Amber Calabash,0.0,0.0
2022,7,AG,Crate: Brown Quart,0.0,0.0
2022,7,AG,Crate: Brown Quart,0.0,0.0
2022,7,AG,"ANCHOR,BOLT:RAWL,14MM,13MM,M8,ST",0.0,0.0
2022,7,AG,"ANCHOR,BOLT:RAWL,18MM,17MM,M10,ST",0.0,0.0
2022,7,AG,Cleaning Solution  V905-D,0.0,0.0
2022,7,AG,Diverclean VF8  1X25L W5023 - 100950017,0.0,0.0
2022,7,AG,Glove Clips,0.0,0.0
2022,7,AG,"GLOVES_NO MODIFIER:9, Heat Cut& chemical",0.0,0.0
2022,7,AG,"PROTECTOR,HEARING:EAR,QB3",0.0,0.0
2022,7,AG,SAFETY SHOE SMS BLK 8 REBEL,0.0,0.0
2022,7,AG,SOLUTION:MAKE-UP V715-D,0.0,0.0
2022,7,AG,UVEX 9194715 i-WORKS SAFETY SPECTACLE,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,"BATTERY,DRY CELL:ALKALINE,1.5VDC,AAA,FLA",0.0,0.0
2022,7,AG,Bottle: 1000RB Amber,0.0,0.0
2022,7,AG,Bottle: 1000RB Amber,0.0,0.0
2022,7,AG,Bottle: 660RB Green Fish,0.0,0.0
2022,7,AG,Bottle: 660RB Green Fish,0.0,0.0
2022,7,AG,Bottle: 660RB Green Lite,0.0,0.0
2022,7,AG,Bottle: 660RB Green Lite,0.0,0.0
2022,7,AG,Bottle: 910RB Green,0.0,0.0
2022,7,AG,Bottle: 910RB Green,0.0,0.0
2022,7,AG,Crate: 1L Brown,0.0,0.0
2022,7,AG,Crate: 1L Brown,0.0,0.0
2022,7,AG,Crate: 910ML Red,0.0,0.0
2022,7,AG,Crate: 910ML Red,0.0,0.0
2022,7,AG,Crate: Navy Quart,0.0,0.0
2022,7,AG,Crate: Navy Quart,0.0,0.0
2022,7,AG,Crate: Red Quart,0.0,0.0
2022,7,AG,Crate: Red Quart,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,GAS : Sasol,0.0,0.0
2022,7,,Solar Electricity,0.0,0.0
2022,7,,Utilities : Effluent Treatment,0.0,0.0
2022,7,,Utilities : Electricity KWH,0.0,0.0
2022,7,,Utilities : Water (Generic),0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,156521.70454545453,100245.33666666667
2022,7,,,471009.8636363636,161024.7484848485
2022,7,,,18368.013636363634,11608.694545454548
2022,7,,,824879.059090909,1447485.3436363635
2022,7,,,624428.3818181817,169983.38060606061
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,"CAP_NO MODIFIER:100% Cotton, 50-59 Long",0.0,0.0
2022,7,,SUIT_NO MODIFIER:Complete Conti Suit,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,"DRILL,TWIST:3MM,STRAIGHT,HSS,60MM LG",0.0,0.0
2022,7,,"DRILL,TWIST:4MM,STRAIGHT,HSS,70MM LG",0.0,0.0
2022,7,,"DRILL,TWIST:6MM,STRAIGHT,HSS,90MM LG",0.0,0.0
2022,7,,"LUBRICANT:ANTI SIEZE,LIQUID,300ML CAN",0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,,,0.0,0.0
2022,7,AG,Keg: 30L Empty,0.0,0.0
2022,7,AG,Keg: 30L Empty,0.0,0.0
2022,7,AG,Keg: 50L Empty,0.0,0.0
2022,7,AG,Keg: 50L Empty,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,,0.0,0.0
2022,7,AG,"ADHESIVE:SUPER GLUE,3G TUBE",0.0,0.0
2022,7,AG,"BATTERY,DRY CELL:ALKALINE,1.5VDC,AAA,FLA",0.0,0.0
2022,7,AG,BRUSH PAINT PROFESSIONAL 50mm,0.0,0.0
2022,7,AG,"TAPE:MASKING,48MM WD,40M LG,PAPER,YELLOW",0.0,0.0
2022,7,AG,THINNER LACQUER GR A 5L,0.0,0.0
